Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
9ff51afa-ae0d-42ad-9c2e-62d9a86893a0,6a5c4dbe-49f6-49f2-bc73-8866be0ed416,444268,Short Term,704,1527144,10+ years,Own Home,Business Loan,10817.27,12.5,NA,6,0,345781,499224,0,0
35f895a2-8a8f-4596-a66f-a73c3d194bcf,b7b07f08-00b6-40a8-a85a-5523d36b1ad3,242220,Short Term,720,597664,2 years,Home Mortgage,Debt Consolidation,14792.26,20.8,13,10,1,177270,336468,1,0
4cd3d3d7-a051-4021-9591-5e3a07df3678,795019a9-b7ac-4ba3-bebd-481149ff03b7,487388,Short Term,739,1530640,8 years,Home Mortgage,Home Improvements,27296.54,18.9,NA,9,0,498389,947584,0,0
1993d2a6-13b8-4e7c-96c9-71a70ce02f19,4b4617c4-2191-4a81-8b2c-b618eae655b5,61402,Short Term,710,323988,2 years,Rent,Debt Consolidation,5321.52,7.9,NA,3,0,52022,89386,0,0
c66d50ba-8730-4ee6-9efa-cc9e57a84dfb,2da793ce-c591-4572-ad3b-a2d09fe3e96d,443388,Short Term,714,3637797,5 years,Home Mortgage,small_business,20371.61,36.5,13,10,0,267938,452232,0,0
d53f5e29-66d0-4403-8959-c51a4054862c,c8f97192-1cb3-419d-9f19-5dc96653e951,183370,Short Term,732,475570,4 years,Rent,Debt Consolidation,4835.12,28,49,14,0,153653,413754,0,0
03e1f7ca-c36c-4258-ac5e-89ab7cc49068,960c0c21-b0bf-49b5-9599-424bf5fceac7,214588,Long Term,722,463315,7 years,Rent,Debt Consolidation,11582.97,28.8,41,14,0,435100,1376540,0,0
2bbf76b6-a613-488d-a8ac-1e30d2322741,1c65ce41-363c-4f53-b0ae-327fff157f22,265540,Long Term,707,1146612,3 years,Home Mortgage,Debt Consolidation,13854.99,9.7,27,9,0,97527,256630,0,0
5c7ba421-9f43-4f80-acad-127a902bb7ea,d240ac9d-208f-422e-8cef-2ea0bee1e2cd,321134,Short Term,,,6 years,Rent,Debt Consolidation,15639.28,9.8,NA,12,0,239970,528220,0,0
7191c7e1-df32-4e46-b883-58d225d417ec,eddf442f-ae70-48b2-a2d0-49d4935e84ee,218152,Short Term,732,562419,5 years,Rent,Debt Consolidation,8904.92,11.8,NA,8,0,282283,531454,0,0
3bc36421-9608-4800-a1c8-66db0447b779,5c1737ad-c152-4613-8416-4b96c4cc8778,184272,Short Term,741,675184,10+ years,Home Mortgage,Debt Consolidation,16766.93,32.1,NA,8,0,328947,757240,0,0
f8d9349e-d4c5-472c-ba5d-2f3c0f2d528a,d629529f-48fc-4c0e-99e4-19c0026fbaf4,358336,Short Term,751,1206937,9 years,Own Home,Debt Consolidation,14080.9,40.2,NA,14,0,801724,2796112,0,0
ea3cfd6c-6c31-4d61-ade6-56598febd8ce,ab1d6f6c-997e-4ce0-a97a-d861f7287d18,162888,Short Term,716,937840,< 1 year,Rent,Debt Consolidation,17897.24,8.9,17,11,0,105393,210782,0,0
c477c11c-9105-4fa2-8801-7f8b325e4b10,22cf354b-3e24-44d2-9f15-34bc09fe0de1,108724,Short Term,739,1333344,10+ years,Rent,Debt Consolidation,24333.68,22.1,79,15,0,77330,263384,0,0
0d90ba08-d2ae-4554-9ee4-11a37bee6a5c,edd0bb3b-7149-4c0b-8ad3-1a43f28071b6,99999999,Short Term,728,778392,1 year,Rent,Debt Consolidation,9146.03,16,NA,10,1,161253,359062,1,0
465d1b1a-fefb-4944-a166-b73fa7cf317a,7778b8a5-7262-40ce-a8f7-136d0c5ca62d,99999999,Short Term,728,863208,2 years,Rent,Debt Consolidation,4006.91,10.1,NA,7,0,156731,253110,0,0
1efe2c46-ae08-4a84-8193-0e10b05295a7,9fa95e4c-c4b6-4e18-8718-eda133ce5014,141680,Short Term,710,1145890,10+ years,Home Mortgage,Debt Consolidation,23681.6,18.1,21,11,1,122398,231572,1,0
5350a12e-16d9-40e4-89ae-5499eab81268,0c52202c-64e3-4469-9f75-afd27027932d,87582,Short Term,728,926630,10+ years,Rent,Debt Consolidation,19227.43,25.4,72,14,0,376770,777656,0,0
addd0642-2d66-4407-be2f-91aa22b0b51b,b12a00e5-0ec7-45e5-a909-a4b7ba97f7e1,258148,Short Term,,,8 years,Rent,Debt Consolidation,7039.31,25.6,NA,3,0,187986,279774,0,0
8bade166-c1e0-49ef-927c-09b55aee9872,0f87e972-e32a-4503-a21f-862e72a30f1f,370480,Short Term,,,5 years,Own Home,major_purchase,13502.73,9.7,NA,17,0,219184,954118,0,0
5017227e-e36d-43a3-9dc1-c8858315003c,55bfe2bd-8eb2-4a29-8e7d-d4c76126bb97,99999999,Short Term,735,625138,7 years,Rent,Debt Consolidation,14221.69,14.7,NA,13,0,233624,564740,0,0
ed28e845-ff1b-4c9a-b741-7da34a0869f3,a28bad7f-a99b-4e17-a6e0-15e10ddb6bab,129536,Short Term,715,1212029,2 years,Rent,Debt Consolidation,21412.43,7.4,NA,5,0,251864,351780,0,0
c43540c9-6fb8-4899-ad6a-7f0392dd86e6,5e4acb96-776a-4268-b2da-d4d689544d47,166166,Short Term,727,1147980,10+ years,Home Mortgage,Other,20759.4,7.4,NA,13,0,106096,617298,0,0
ea66967a-b11b-47e9-a0b5-29a460451b79,5c1c8e67-7858-4307-8d15-0f0c9990703a,99999999,Long Term,699,601255,10+ years,Rent,Buy House,9314.56,19.8,30,10,0,98078,523336,0,0
71183b09-50b1-4063-bd7b-01602cffc6ae,39711160-021c-4acb-8d08-13aafdda5f8b,99999999,Short Term,731,920113,< 1 year,Rent,Debt Consolidation,10197.87,17.8,NA,6,0,161747,248732,0,0
1b28442a-1a70-48a8-9624-02163688a499,49462d58-330a-416e-9b19-630f811215b8,246026,Short Term,739,887433,n/a,Home Mortgage,Debt Consolidation,9169.97,31,27,7,1,22629,436854,1,0
2aa04d84-bd8d-4475-aeb5-55ae68409417,c119fd58-c189-47f6-84b2-313086b724c0,55440,Short Term,715,861935,3 years,Rent,Debt Consolidation,21117.17,10.9,37,28,0,106875,210826,0,0
ccc8ff36-cf6b-425a-8ac7-ca7ae007cee4,bf402a13-9eaa-4712-91ec-4dc534285144,429858,Short Term,723,2105238,10+ years,Home Mortgage,Debt Consolidation,38771.4,19,77,21,0,803681,1340878,0,0
e4a12944-f838-46bc-b032-8aaead89fda0,0ff3c8e1-6d5c-4448-adfc-66a51e6a7d09,277838,Long Term,646,889390,6 years,Rent,Debt Consolidation,4854.5,20.4,NA,11,1,112518,310970,1,0
e095e610-67da-4ee7-8087-37c00ad9ff34,682f5f7e-c0d8-4969-8e71-076fd9cb698d,112266,Short Term,724,736877,4 years,Rent,Debt Consolidation,3493.91,8.6,NA,7,0,67697,332134,0,0
0ac0e16a-f6b7-4730-9e46-40afb49ed0ff,152ff2c2-0e87-42d8-a135-81b3ec6fb826,303666,Short Term,,,< 1 year,Rent,Debt Consolidation,20140.76,10.8,NA,16,0,275975,392590,0,0
3188fed8-5dbd-49c8-82cf-ceefca76718f,c6ffdabb-3e73-4f53-a326-006ce807b4be,99999999,Short Term,736,1382668,10+ years,Home Mortgage,Debt Consolidation,23044.34,17.9,NA,8,0,845348,1183578,0,0
293d0544-90b2-4ed7-b88f-86daa6e68cdf,1c4a5e23-9008-43a9-84e2-b1d6ea8e7595,266684,Short Term,735,997994,8 years,Rent,Debt Consolidation,14221.5,18.5,39,18,0,297958,1189694,0,0
4fbfb179-0288-426a-8a8f-e87c7797272a,b3b87d4e-3985-45b3-abe3-be2807113d49,258918,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,14388.32,22,NA,8,0,256139,646162,0,0
500ad956-8365-4610-be3f-6ddd0996cda6,95c0d8ab-071d-40bc-9a4f-b0d0b659bbcd,65846,Short Term,7330,1069453,7 years,Home Mortgage,Debt Consolidation,10605.42,19.4,78,5,0,33687,54010,0,0
5ae16ec1-1357-4436-9780-dbc888df27b2,71d738f9-67dc-4455-bddb-2f5ca401daa1,466620,Short Term,748,2302800,4 years,Home Mortgage,Debt Consolidation,44520.8,18.3,NA,16,0,1097231,1896224,0,0
c9795eeb-2640-4931-8552-ea43dc0c852e,a2896547-70e7-4f5a-8a05-d11c280fdb5d,451330,Long Term,663,1104014,3 years,Home Mortgage,Debt Consolidation,14076.15,15.4,27,19,0,310954,601106,0,0
94427a9a-8de5-4b1a-8210-498e011b3c79,af2d73f2-a8c4-4f56-97c6-2b1d459dbdae,174284,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,22077.05,16.4,24,13,1,222680,344256,1,0
12312e65-bb95-427a-b03b-659cdd44f8d5,deacab6c-1628-4677-b809-201e4317f5f4,421454,Long Term,6780,929271,4 years,Rent,Business Loan,7558.01,20.3,NA,8,0,216695,397650,0,0
4c615253-a5fe-4481-ad54-a4cdf5169613,56cf4fcf-8747-4e4f-a231-cc3108b27462,216304,Short Term,,,7 years,Home Mortgage,other,9200.94,16.5,81,12,0,141284,398046,0,0
09d443bc-feea-4545-a217-94855d3b4ab8,1eea7f68-bac7-4014-9247-bf18b16fd064,272140,Short Term,688,738093,1 year,Rent,Debt Consolidation,16545.77,17.3,9,28,0,334381,569382,0,0
79fb74a1-b990-44c4-9813-8463eb76ab9c,4b47be59-8ecf-4e7e-be6d-dbf768311b5d,552860,Long Term,6930,1527904,8 years,Own Home,Debt Consolidation,11344.71,8.6,NA,10,0,56639,232606,0,0
21744f45-0ea5-4136-8a25-0ed377ef8350,8f1ad77d-61ac-44ac-94ba-eff781f7a8e6,294206,Long Term,598,749664,4 years,Rent,Debt Consolidation,15118.3,15.3,NA,12,0,90706,450780,0,0
df16c58d-4392-4519-aa61-56f724c75277,c366cd1d-9063-401d-b005-38299f56b242,372372,Long Term,623,947853,8 years,Rent,Debt Consolidation,16903.35,18.1,52,14,0,198417,510532,0,0
dd200e91-6379-4770-acfa-8819db968292,372f1926-d8ea-40e4-9e55-7944e69f2b1f,173404,Short Term,710,1684692,1 year,Rent,Business Loan,6219.27,13.1,61,9,2,1786,257378,0,0
abae4fd3-1475-4576-915c-7976bd02946d,5dc7c599-ac7d-4038-ab54-f72a3c3b7129,274362,Short Term,716,924673,10+ years,Rent,Home Improvements,9554.91,17.6,39,6,0,50388,129382,0,0
90ae3a16-dd15-4378-ac8d-bd49daf47e51,82f91301-a951-4b6f-85a9-df14d0ce5794,64394,Short Term,,,2 years,Home Mortgage,Debt Consolidation,6642.78,15.4,NA,5,0,141379,178112,0,0
b369043e-eceb-4023-8779-de97f6a4c01b,9030a1fc-1c71-4684-838f-42f1e57ac6d8,130768,Short Term,735,527060,2 years,Rent,Debt Consolidation,6456.39,12.8,38,6,0,237139,352924,0,0
c18ad129-1acb-4cad-a5d9-dd3834c1fc58,16990189-e575-4cfc-90b0-833781a72061,280874,Short Term,,,6 years,Home Mortgage,Other,28014.36,11,NA,13,0,596429,868692,0,0
d5369d42-23c2-47b0-8d29-a5b05f126e6a,c7efbfff-b75f-4c37-9eca-aeb8c69926bb,72732,Short Term,731,541101,10+ years,Home Mortgage,Debt Consolidation,8161.45,14.9,32,10,0,209456,273130,0,0
79b35f0a-e241-4000-a8a0-bc8ef80b0456,0011d963-4e94-48a9-8aba-437cf94d566c,216634,Short Term,740,1347062,1 year,Home Mortgage,Debt Consolidation,11001,12,25,8,0,62054,136356,0,0
34e407ae-23ef-43c6-b397-c06057946df3,4f2b27ff-a6d4-42f8-aa1c-479b842c937e,265716,Short Term,733,640642,6 years,Rent,Debt Consolidation,18311.44,10.8,44,16,0,121296,416768,0,0
16bf8680-e9f4-4c46-8f98-ed01d1ddc8e6,ff5a2d0a-db85-485d-a392-56b2151d39f6,22132,Short Term,747,560424,n/a,Rent,Other,4301.22,15.9,38,6,0,4256,11066,0,0
8459ac2f-3508-4037-9701-d9f05177380a,f0db7388-213b-44e1-9a97-47f71a484534,222464,Short Term,,,10+ years,Home Mortgage,Home Improvements,15037.36,32,NA,9,1,449445,811888,1,0
f497800c-23ff-4e4d-8447-00dc9a2bac6a,0ea8a464-3700-4242-b708-b64fb6d23ab5,784256,Long Term,693,2418947,4 years,Home Mortgage,Debt Consolidation,42533.02,20.4,15,12,0,639559,916520,0,0
4a71b7f9-b38a-4d23-9de7-afc3777d724a,de6b4297-fca3-4fd9-bfc9-36f13eb944d7,108768,Short Term,738,541025,< 1 year,Rent,Debt Consolidation,10031.43,13.5,NA,6,1,153026,282590,1,0
aecfcc61-fe34-4d1e-b9ef-604bab1cc8f3,672b33e0-d491-454c-83d9-36ab3369b5ca,99999999,Short Term,743,754300,n/a,Home Mortgage,Debt Consolidation,12697.32,15.9,NA,18,0,358188,755436,0,0
55a0732a-b3ab-44e7-8b17-29f4fbc7d596,e46cbc8a-dbc7-48e5-ac70-0b1f52ef31ff,177408,Short Term,713,1375467,8 years,Rent,Debt Consolidation,15703.12,14.9,67,6,0,137826,346170,0,0
f1f719ed-764b-4827-8615-fc5c15240974,bf086ad0-8113-49c9-a274-b39a61a53a9b,26598,Short Term,,,7 years,Own Home,Other,2546.76,10,45,5,0,49172,237226,0,0
c33d251b-ac3f-416d-b766-a935e5d18b44,356f97b3-57de-4a59-a721-030f6263adf8,153626,Short Term,751,1015341,10+ years,Home Mortgage,Debt Consolidation,15822.44,25.2,NA,14,0,159144,890208,0,0
0b36789b-9d5c-4d7a-a15b-67225de55e73,777a447f-6163-4277-af19-94b1a244c581,269896,Long Term,721,1359659,10+ years,Own Home,Business Loan,28892.73,16.1,NA,17,0,359138,771518,0,0
c4d8c01e-10b8-403b-b904-fb5101e1c744,c948284f-aad2-4ddb-a046-5fd0fd9a34dc,30536,Short Term,747,649800,2 years,Rent,Buy House,5848.2,9.7,30,4,0,6669,94138,0,0
c4d91efe-482f-45c2-b739-f6384bcde39b,e6269a4c-9eab-45bd-98b2-e0d5ad567091,247060,Short Term,712,1263652,7 years,Home Mortgage,Debt Consolidation,8529.67,18.7,73,10,0,86336,146366,0,0
0cd00ab6-179b-47f7-b802-ddc7176b0a66,c8583f52-a025-4690-9598-bb4b83e1756f,399916,Short Term,743,1439117,10+ years,Home Mortgage,Other,20507.27,13,NA,8,1,48146,913836,1,0
1298c91e-4910-4d9e-861d-bb48d6647ad3,f08adfe2-0251-4879-97fd-62a6e72152e8,309760,Long Term,720,814017,2 years,Home Mortgage,Home Improvements,10853.56,14.8,NA,9,0,16359,33176,0,0
616e4fb5-931b-4658-b408-7b2bd56f5933,25d6da18-d412-48ab-80d4-2364167e2a75,151294,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,6509.78,18.5,13,14,0,138035,268598,0,0
88b064a2-e676-414f-b61d-1badea5710cd,514355b1-bb7f-4b63-a921-065e7a788133,479226,Short Term,715,1155846,2 years,Home Mortgage,Debt Consolidation,12618.09,24,32,12,0,180576,448668,0,0
81c432bd-56f6-490b-802e-a66dd89fcc75,99dc561d-0efd-49be-b248-a2de2f24b88c,559328,Short Term,733,1081062,3 years,Rent,Debt Consolidation,11801.47,11.7,81,19,0,397784,910228,0,0
848b2294-600f-4194-865a-69940500ffdd,495951ab-62e5-4de9-b3e4-3e85d1a002c4,218922,Short Term,740,983155,10+ years,Home Mortgage,Debt Consolidation,26791.14,19,72,11,0,374262,595276,0,0
9c930248-180f-4a58-a0eb-646e2d9d2ec5,dde24651-bf24-46ab-9efb-c7d666a75f0a,328130,Short Term,710,1322419,10+ years,Rent,Debt Consolidation,8915.37,15.5,9,8,0,293303,730334,0,0
a57dba36-d95d-4e96-a2b1-4182a58e1272,aadb893f-20d1-4b04-8512-013b359253cb,158532,Short Term,,,8 years,Home Mortgage,Home Improvements,18761.74,12.9,43,18,0,110143,266244,0,0
96dedebe-2b07-4ab0-bf92-47b099e30233,7f08b903-2bf5-41ad-aa2d-6c87d0961dc2,312488,Long Term,737,1799186,10+ years,Home Mortgage,Debt Consolidation,29836.65,20.9,NA,12,0,695419,896698,0,0
a3a0cc9b-dbea-4c46-8bb5-e8b6ea066f2e,95b981a1-23d8-4f1a-9589-f9ba963d85ea,623876,Short Term,734,1712641,10+ years,Rent,Debt Consolidation,30256.74,12.5,NA,21,0,679896,1171500,0,0
718d6d75-aef9-429e-ba4e-2a50f73fb402,c82fc3c0-47a7-4630-b3cf-ed91b533924e,444004,Long Term,719,1438908,5 years,Home Mortgage,Debt Consolidation,22542.93,31.8,NA,20,0,1307181,2899600,0,0
ce5b51db-3c16-4a17-ae24-faf80e3f424a,09bcd043-c43c-4956-95f1-bc70e7053a19,269830,Short Term,710,1262303,3 years,Rent,Debt Consolidation,18450.52,13,NA,9,0,314830,442948,0,0
cc586716-44b8-431b-8b02-eb6930370dee,664b7e8a-b1cc-444c-b6bc-31ea54a05205,99999999,Short Term,745,652498,< 1 year,Home Mortgage,Debt Consolidation,10820.69,12.8,NA,13,0,73910,278740,0,0
595c7d52-bd5d-48e1-a8c7-114dad93bfd1,884478fd-e4e3-4583-92df-012067354f51,628188,Long Term,713,1237356,4 years,Home Mortgage,Debt Consolidation,24850.1,20.4,8,9,0,696027,1241812,0,0
59261e93-ddc9-48e1-8b76-ee9554a4417e,e8773c34-459a-4c20-999a-dd6359b03180,166386,Short Term,734,1628566,2 years,Rent,Debt Consolidation,21442.83,14.9,NA,13,0,132373,519574,0,0
1ca25219-bd0d-4ebe-845d-8f10da37e50b,2a9ca40b-9c91-472c-849e-feea288592c9,137500,Short Term,746,2298468,10+ years,Home Mortgage,Home Improvements,30837.76,12.8,NA,15,0,1214081,3069396,0,0
a60ac07d-904f-4517-aaf3-acf80b528da1,270f27a8-62b0-4554-ae31-3746947cc65a,437096,Short Term,748,1509968,4 years,Rent,Debt Consolidation,6077.53,12.6,NA,10,0,200203,541618,0,0
6fd446e9-d8c3-4e3d-8538-c4424827b308,e979ea5a-d4f0-461b-8955-16bb4d6ee55e,264990,Short Term,687,672581,7 years,Rent,Debt Consolidation,12218.52,10.7,NA,14,0,120118,556314,0,0
7b7a2525-e8e6-4f3b-87d6-c9b69c8dcbce,0c525c1d-15ec-499e-858d-4b32a5fa8a97,782408,Short Term,717,2509767,2 years,Home Mortgage,Debt Consolidation,69227.64,33.4,NA,12,0,246658,531828,0,0
5b5272e4-a887-47e5-95b1-d117bc22fed2,31e83298-7512-4251-b6c4-cc31123a2134,55880,Short Term,732,1988312,2 years,Rent,major_purchase,34961.14,15.7,29,11,0,105032,140756,0,0
a2338edc-ff9b-4c33-a159-d5367f46583e,3de85843-f8a6-49e0-819c-38021fede539,336688,Long Term,718,852435,10+ years,Rent,Debt Consolidation,18114.22,16.5,NA,17,0,120346,881936,0,0
0e21f90a-3b52-4118-b9a1-bac7925a8805,4009449a-73ab-4c82-a504-1426eb94ede2,220506,Short Term,,,< 1 year,Rent,Debt Consolidation,20052.98,21.4,41,25,0,442833,1259852,0,0
f52949bf-4796-42a7-ac2a-a9174881b6a4,6a24d9b3-992e-421b-8f1e-6ea5c8b79517,525888,Long Term,651,1135440,n/a,Home Mortgage,Debt Consolidation,27155.94,12,NA,14,0,374813,593692,0,0
a11fb5a0-c604-4154-b958-ff7cf9316257,b0082c18-9d4a-4152-a4cd-2dacc85279f0,44330,Short Term,680,3320896,10+ years,Home Mortgage,Medical Bills,65310.98,27.7,4,18,0,612313,835098,0,0
eb5de629-9788-4459-afeb-a3786b37d6e6,2e524818-0022-473b-86f8-9f18fc9c3702,99999999,Short Term,746,613282,6 years,Rent,other,9506.08,19.8,NA,6,0,317908,961136,0,0
8d266505-5785-4b06-af11-740898d30461,62de8970-c38e-4bb3-b9e6-27086bf21677,132704,Short Term,728,471637,4 years,Rent,Debt Consolidation,4637.52,16,NA,7,0,138719,203060,0,0
7427b19a-9a72-4d6d-9f7a-3dac0edc2425,7350e80c-cbb4-4245-89a5-b2fe4213cf8d,54010,Short Term,,,6 years,Home Mortgage,other,1080.53,21.9,30,6,0,37088,322916,0,0
fd55fcc0-b1f5-456c-8668-ae0e5678270f,46aab7e8-1422-4f90-8242-5dfe5c87c0e6,261646,Short Term,736,1732439,< 1 year,Home Mortgage,Debt Consolidation,11260.92,12.6,NA,15,0,322696,577522,0,0
8eb69fce-3414-4e4e-a795-f4ff7f1acdbb,c20e4da8-13ef-483e-88ed-b51d9681fb77,176396,Short Term,719,761672,4 years,Home Mortgage,Home Improvements,1758.07,21,25,3,0,703,29128,0,0
b17798f5-9f7f-42cf-b95a-dce4277ba34e,b35f19f9-c70f-486b-8df1-35ddf9cd1050,264946,Short Term,,,1 year,Rent,Debt Consolidation,18305.74,21.5,NA,5,0,244435,673882,0,0
75a9e617-9822-41fa-a665-843d344e4147,b51058bc-dede-4e44-a255-744f29e19cee,324258,Long Term,721,1120164,2 years,Rent,Debt Consolidation,31551.21,11.5,NA,7,0,121429,220374,0,0
dc6448c0-0c74-4488-b6a9-ac30e453ba34,8e652590-6fdc-4485-b9a6-0d02abb4335a,324170,Short Term,741,1119822,< 1 year,Own Home,Debt Consolidation,9219.94,24,22,11,0,130150,369336,0,0
8d05fd54-7426-46d0-9775-a0d076c3d912,3f1285fe-39ed-4953-a670-dab08d32d843,99999999,Short Term,724,841586,8 years,Rent,Debt Consolidation,25106.98,12,12,12,0,255987,452540,0,0
8859c340-902e-4eb7-8189-f32abb3b30ae,4e864bd5-9899-4198-96f1-7ea1db9f4dc8,446292,Short Term,739,856520,5 years,Rent,Debt Consolidation,6909.35,15.6,NA,10,0,251807,689260,0,0
1463866d-8b8f-40ab-ae72-7edbd5ee0286,00aa5442-b0ee-4c58-9b80-c67da6e37ce1,99999999,Short Term,718,591660,3 years,Rent,Business Loan,3835.72,13.9,NA,8,1,57836,323488,1,0
5d9bd018-dae5-49c6-abae-41b27356b5fc,888e3937-5540-48be-ad17-505387c8d038,413622,Short Term,744,1209312,10+ years,Home Mortgage,Debt Consolidation,14713.22,22.9,NA,6,0,267064,323136,0,0
db6901bf-4f2a-4db2-8635-fa6c0eb6adf8,b3065ae8-7dc1-41e6-8ff3-b3857eb8ff15,779174,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,20532.54,24,NA,10,0,989007,1902274,0,0
9f5f4683-8152-4ad5-845d-41517d975fcc,16067995-20da-4383-85d4-872d6288a31e,335390,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,15568.41,20,13,6,0,150461,205700,0,0
ba17c507-e290-4af4-a1e8-565e4c67f13e,4b7f608e-b385-402c-bdc0-4cb9013bca5a,195844,Short Term,709,1121171,10+ years,Home Mortgage,Debt Consolidation,15696.47,14,NA,8,0,248729,413798,0,0
839a3caa-822c-4adf-90d0-87f798e7bf90,7929ebba-0d80-4adc-becd-726930d54d89,350460,Long Term,673,1607894,7 years,Home Mortgage,Debt Consolidation,28406.14,18.4,10,13,0,288154,552398,0,0
2d2dd06a-0baa-4e9b-86b6-63b61e9ffd73,84b4e295-2c7f-4334-b7dc-145adebc36bd,219912,Short Term,,,4 years,Rent,Debt Consolidation,14282.3,15,67,25,0,233643,556666,0,0
ded83594-e22d-4293-8ef0-4f277c0a3bb7,8e8af5be-1121-48e4-b774-f9b224498509,490072,Long Term,636,1011902,4 years,Home Mortgage,Debt Consolidation,14335.5,13,59,12,1,558277,1226610,1,0
110c8608-8b1d-4790-902c-4317d64778d6,399c4cdb-bdc9-41ba-9713-f0b92a73eefb,432036,Short Term,742,1772339,3 years,Home Mortgage,Debt Consolidation,20824.95,16.5,47,18,0,419577,662794,0,0
20d8dd55-7893-4a67-aeee-93c8917a28a1,5179a6f1-1d58-417f-bac9-3fcc895e707f,132066,Short Term,730,394250,4 years,Rent,Debt Consolidation,2891.23,10.2,NA,4,0,146015,215116,0,0
ad04152e-6afe-4957-a6cd-00be56a4247d,59a9c48f-b2b7-4cb6-b5ec-f8f142b47733,246158,Long Term,674,664335,7 years,Rent,Debt Consolidation,16386.93,16.1,66,13,1,146718,322982,1,0
da869bd3-e70b-4b06-aca3-a563d4727289,0b27a830-3155-4ddd-a535-b86d51e7c765,381964,Short Term,734,740221,1 year,Home Mortgage,Debt Consolidation,5015.05,15.4,NA,8,0,219431,538296,0,0
79428d2f-c979-4468-ab01-c3729f5fc2be,3b92eb24-66ac-402c-8c54-42277f8ea9ee,215336,Short Term,742,1115832,10+ years,Rent,Debt Consolidation,2603.57,10.5,NA,8,1,130245,571230,1,0
5809bf7f-2ac9-44bc-b613-1cbb41d5fa26,56b73cd3-d90c-4b5b-bf16-dee896906d0d,257554,Short Term,6890,1316092,10+ years,Rent,Debt Consolidation,19083.22,14,61,7,1,178695,321772,1,0
ad81311b-d69e-43d2-b4e2-6420a90790d7,4841707f-2188-458b-a2d9-b138d4e4456a,99999999,Short Term,721,1563282,10+ years,Home Mortgage,Debt Consolidation,9236.28,11.1,10,6,0,347016,523182,0,0
779e84c7-44c0-46d1-8c49-01fb71095e56,95bb242e-18fd-4ebf-ada6-b3f5c8fbc7ef,223718,Short Term,714,893228,< 1 year,Rent,Debt Consolidation,13845.11,9.9,NA,6,0,155629,211266,0,0
ab9615ae-4eed-4c1a-a6fc-68962c5bb867,a9c55715-17a2-442b-a43d-7168252dcb30,99999999,Long Term,733,1842259,10+ years,Home Mortgage,Debt Consolidation,24103.02,22.1,NA,9,0,525540,973632,0,0
32c59a40-d433-40cd-bd38-1df6212e6e89,613de8b8-ce74-497c-bca3-0d672b787801,397540,Long Term,702,1621308,9 years,Home Mortgage,Debt Consolidation,39856.87,36.9,55,13,0,461168,687236,0,0
4505bce4-bfc2-4dff-bfd9-fe9a67de2404,44314b3e-fa95-444c-811d-63d7a5d563df,161216,Short Term,,,9 years,Rent,Debt Consolidation,6088.74,9.4,NA,10,0,102733,364870,0,0
5a5a3bc6-c666-49f0-8eea-b3c74766f172,a105b38f-ed70-45ec-bcf8-f2fc5a7ac9ff,344498,Long Term,746,1394657,10+ years,Own Home,Debt Consolidation,26033.42,30.4,NA,9,0,791597,1072016,0,0
e8c17cef-246c-4901-9062-45c486b46628,1a652707-b3e3-4c46-99f2-b4a870332a67,468864,Long Term,629,1927265,10+ years,Home Mortgage,Debt Consolidation,29551.46,19.3,20,14,0,265126,502436,0,0
cda35f18-f5af-405b-aaa7-83cf930244ac,30a3ca4e-580c-4b39-bff1-8e8b69dd97c5,131252,Short Term,,,10+ years,Own Home,Home Improvements,33989.29,16.2,23,9,0,462175,579788,0,0
9df4b302-534e-4aad-ab0e-7ae25da1b988,c44c4bf7-5efa-4435-bdfe-0a9612b2c398,216744,Short Term,,,5 years,Home Mortgage,Debt Consolidation,17143.32,15.9,22,7,0,238393,483406,0,0
3d18e156-d006-4c94-b8da-a4d09eb00a23,ca922950-bffd-483e-9009-070f9fd43a85,464508,Short Term,739,906167,7 years,Rent,Debt Consolidation,12988.4,15.2,7,11,0,459325,714868,0,0
f839e4c7-8df8-436a-b63f-7fae16071088,8ef9ee22-d3f4-4980-8264-ec0c724e9797,244332,Short Term,716,866666,1 year,Rent,other,22821.85,33.5,8,15,0,235790,560604,0,0
adc5b0ef-fdf4-443e-b799-cd882150edd1,16b9312b-1d81-4349-81c4-956c56a9ada1,755370,Long Term,697,2590821,3 years,Home Mortgage,Debt Consolidation,61100.2,21.6,17,11,0,516097,951566,0,0
f10a057f-d337-4404-aed1-612e5299c30c,9e4e0652-8c07-4251-aa07-dcbb6fdd6ec6,67254,Short Term,,,1 year,Rent,Debt Consolidation,8892.19,11.4,NA,9,0,360202,529276,0,0
fca84c5a-b236-4fab-8e89-9ff279005596,b50edc06-6139-49c8-8bde-5188e599fd18,280038,Short Term,751,1294964,10+ years,Home Mortgage,Debt Consolidation,7230.26,16.8,NA,8,0,267349,970420,0,0
